119352434480150968--++,11935243448015096877949--i
119495718368294952528369--ExprList,11949571836829495252836952682--ArrayRef
11951271467459--FuncCall,1195127146745994462--printf
119512714--Compound,119512714552--Decl
119512714--Compound,11951271487347--FuncCall
119352431380634780--<,11935243138063478077928--i
1194957183682973221--DeclList,11949571836829732214548--Decl
11951271455244454--/,1195127145524445462207--sizeof
1195127148723191645--InitList,119512714872319164577890--2
119595358932777828--main,11959535893277782896197--int
11935243448018150546219--Decl,1193524344801815054621931113--i
1194957183682949525--FuncCall,119495718368294952515273--printf
11931850715063--FuncDecl,119318507150637475--ParamList
1195127145524445465301--sizeof,119512714552444546530144135--ArrayRef
1194773053677778522--ParamList,119477305367777852259165--Decl
1195127148723191645--InitList,11951271487231916459380--6
1193524313806--For,119352431380663018--DeclList
119318507150637475--ParamList,11931850715063747535160--Decl
1193524333124--Decl,119352433312433724--count
11949571836829--For,1194957183682949525--FuncCall
11935243138066107763832--=,1193524313806610776383274451--ArrayRef
1195127148723191645--InitList,119512714872319164523785--0
119512714872315436190677--arr,11951271487231543619067796672--int
1194773053677778522243812734339259--arr,119477305367777852224381273433925992243--int
1193524313806610776383272689--ArrayRef,119352431380661077638327268940740--arr
11951271487347--FuncCall,1195127148734795895--ExprList
119352431380661077638327268970475--++,11935243138066107763832726897047549928--count
119318507150637475--ParamList,11931850715063747578474--Decl
11935243138066301834403--Decl,1193524313806630183440372351--0
119318507--Decl,11931850715063--FuncDecl
119352434480144376--=,11935243448014437673339--ArrayRef
1195127148734795895--ExprList,119512714873479589520710--n
119477305--Decl,11947730536777--FuncDecl
11949571836829--For,1194957183682958517--++
119477305367777852259165--Decl,11947730536777785225916591084--n
1195127149351525970--ExprList,11951271493515259705156--n
11951271487600--FuncCall,1195127148760076852--moveZerosToEnd
11959535--Decl,1195953589327--FuncDecl
11949571836829--For,1194957183682973221--DeclList
1195127148760020536--ExprList,119512714876002053688432--n
1195127148723191645--InitList,119512714872319164521206--0
1195127148723191645--InitList,119512714872319164591929--0
1193185071506374757847438670--n,119318507150637475784743867021751--int
11935243--Compound,1193524333124--Decl
119352434480144376--=,11935243448014437662925--0
11935243448018150546219--Decl,1193524344801815054621984481--count
11931850715063--FuncDecl,1193185071506393278--moveZerosToEnd
11935243138066301834403--Decl,1193524313806630183440383176--i
11949571836829--For,1194957183682990529--<
1193524313806610776383274451--ArrayRef,119352431380661077638327445199971--i
1195953589327--FuncDecl,119595358932777828--main
